index,rank_2027,rank_2026,institution_name,country_territory,region,size,focus,research_intensity,status,academic_reputation_score,academic_reputation_rank,employer_reputation_score,employer_reputation_rank,faculty_student_score,faculty_student_rank,citations_per_faculty_score,citations_per_faculty_rank,international_faculty_score,international_faculty_rank,international_students_score,international_students_rank,international_research_network_score,international_research_network_rank,employment_outcomes_score,employment_outcomes_rank,sustainability_score,sustainability_rank,overall_score
1337,1201-1400,1201-1400,Universidade do Estado do Rio de Janeiro (UERJ),Brazil,Americas,XL,FC,HI,Public,13,701+,4.4,701+,20.8,801+,4.1,801+,4.1,801+,1.3,801+,48.9,801+,20.3,767,32.6,801+,
1338,1201-1400,1201-1400,Universidade Federal da Bahia,Brazil,Americas,XL,FC,HI,Public,14.1,701+,3.9,701+,10.4,801+,5.3,801+,5.9,801+,1.9,801+,50.8,801+,17.9,801+,41.1,801+,
1339,1201-1400,1201-1400,Universidade Federal de Pernambuco (UFPE),Brazil,Americas,XL,FC,VH,Public,16.1,701+,4,701+,14.7,801+,6.4,801+,4,801+,1.3,801+,61.2,727,7.6,801+,54.5,764=,
1340,1201-1400,1201-1400,Universidade Federal Fluminense,Brazil,Americas,XL,FC,HI,Public,11.8,701+,2.7,701+,19.1,801+,5.5,801+,7.3,801+,1.4,801+,60.5,738,17,801+,63.3,542=,
1341,1201-1400,,Universita' degli Studi del Molise,Italy,Europe,S,FO,VH,,5.7,701+,2,701+,13.7,801+,39.1,482,1,801+,2.7,801+,37.1,801+,4.4,801+,26.6,801+,
1342,1201-1400,,Universita' degli Studi di Sassari,Italy,Europe,L,FO,VH,,5.3,701+,2.1,701+,8.1,801+,27,632,,,,,68.3,603,4.7,801+,34.1,801+,
1343,1201-1400,1201-1400,Universitas Muhammadiyah Yogyakarta (UMY),Indonesia,Asia,L,CO,HI,Private not for Profit,13.4,701+,7,701+,4.8,801+,2.3,801+,89.1,240,4.7,801+,15.9,801+,3.7,801+,44.8,801+,
1344,1201-1400,,Universitat de les Illes Balears,Spain,Europe,L,FO,VH,,7.9,701+,3.2,701+,40.4,494,12.1,801+,,,,,66.3,651,4.5,801+,34.6,801+,
1345,1201-1400,,Universität Kassel,Germany,Europe,L,CO,VH,,7.9,701+,4.9,701+,17.8,801+,7.8,801+,,,33.2,575,70.9,554,9.9,801+,41.4,801+,
1346,1201-1400,,Universität Paderborn,Germany,Europe,L,FO,VH,,6.5,701+,5.3,701+,66.4,253,4.1,801+,,,,,42.1,801+,11.2,801+,22.6,801+,
1347,1201-1400,1201-1400,Universität Siegen,Germany,Europe,L,CO,HI,Public,6,701+,2.6,701+,16.5,801+,9.3,801+,48.5,481,35.1,555,43.2,801+,6,801+,27.9,801+,
1348,1201-1400,1201-1400,Universitatea de Vest din Timisoara /  West University of Timisoara,Romania,Europe,L,CO,HI,Public,12.5,701+,11.6,701+,6.9,801+,5.5,801+,1.8,801+,9.7,801+,33.1,801+,32.8,540,47.2,801+,
1349,1201-1400,,Université Bourgogne Europe,France,Europe,XL,CO,VH,Public,7.9,701+,2.2,701+,4.3,801+,24.1,682,,,20.6,730,77.2,437,9.8,801+,37.2,801+,
1350,1201-1400,1201-1400,Université de Caen Normandie,France,Europe,XL,FC,HI,Public,9.5,701+,5.4,701+,6.8,801+,11.7,801+,9.4,801+,10.3,801+,74.4,493,6.7,801+,38.3,801+,
1351,1201-1400,1201-1400,Université de Poitiers,France,Europe,L,CO,VH,Public,11.4,701+,1.9,701+,6.2,801+,7.3,801+,,,36.7,541,69.4,586,12.9,801+,43.4,801+,
1352,1201-1400,1201-1400,Université de Sousse,Tunisia,Africa,L,FC,HI,Public,7.4,701+,3.6,701+,46.9,415,2.9,801+,1.2,801+,3.3,801+,42.9,801+,9.1,801+,47.6,801+,
1353,1201-1400,1201-1400,Université Paris-Nanterre,France,Europe,L,FO,VH,Public,14.4,701+,5.7,701+,4.6,801+,3.8,801+,10,801+,1.9,801+,60.3,740,40.6,455,38.7,801+,
1354,1201-1400,,Université Polytechnique Hauts‑de‑France,France,Europe,L,CO,HI,Public,5.3,701+,4.7,701+,5.2,801+,15.5,801+,63.2,385,27.2,634,43.8,801+,2.6,801+,41.5,801+,
1355,1201-1400,1001-1200,Université Sorbonne Paris Nord,France,Europe,L,FO,,Public,14.8,701+,7.5,701+,5.8,801+,30.8,578,,,,,,,8,801+,39.5,801+,
1356,1201-1400,1201-1400,Université Toulouse - Jean Jaurès,France,Europe,L,FO,VH,Public,12.5,701+,3.9,701+,3.6,801+,6,801+,31,594,28.8,614,63.2,699,3.4,801+,27,801+,
1357,1201-1400,1201-1400,UNIVERSITI TEKNIKAL MALAYSIA MELAKA,Malaysia,Asia,M,SP,HI,Public,10.2,701+,10.8,701+,19.2,801+,9.8,801+,6.2,801+,11.1,801+,22.7,801+,6.7,801+,39.3,801+,
1358,1201-1400,1001-1200,University of Anbar,Iraq,Asia,L,CO,VH,Public,20.1,599,15.9,701+,25.5,720,3,801+,3.1,801+,1.9,801+,31.5,801+,5.9,801+,35.8,801+,
1359,1201-1400,1001-1200,University of Arkansas Fayetteville,United States of America,Americas,XL,CO,VH,Public,7.1,701+,6.7,701+,6.4,801+,15.8,801+,7.8,801+,3.7,801+,65.8,660,29.7,587,43.6,801+,
1360,1201-1400,,University of Cagliari,Italy,Europe,L,CO,VH,Public,11.4,701+,2.4,701+,14.1,801+,13,801+,11.2,801+,2.9,801+,70.3,566,10.6,801+,36.5,801+,
1361,1201-1400,,University of Dar es Salaam,Tanzania,Africa,XL,CO,HI,Public,5.7,701+,12.7,701+,8.9,801+,2.7,801+,1.2,801+,1.4,801+,54.9,801+,85.3,131,34.9,801+,
1362,1201-1400,1201-1400,University of Derby,United Kingdom,Europe,L,CO,HI,Public,4.6,701+,6.9,701+,13,801+,10.9,801+,37.7,537,31.9,587,47.8,801+,3.5,801+,44,801+,
1363,1201-1400,,University of Evora,Portugal,Europe,M,CO,VH,Public,7.2,701+,2.3,701+,13.5,801+,19,750,,,39.1,518,49.3,801+,4.5,801+,34.2,801+,
1364,1201-1400,1001-1200,University of Hradec Kralove,Czechia,Europe,M,CO,VH,Public,4.6,701+,8.8,701+,19.5,801+,16.9,790,41.7,514,6.2,801+,52.8,801+,8.4,801+,28.7,801+,
1365,1201-1400,1001-1200,University of Idaho,United States of America,Americas,M,CO,VH,Public,3.3,701+,4.6,701+,12.1,801+,28.8,604,7.8,801+,13.2,801+,44.6,801+,10.6,801+,37.4,801+,
1366,1201-1400,1001-1200,University of Ioannina,Greece,Europe,L,FC,HI,Public,9.5,701+,6.2,701+,3.1,801+,25.4,663,1.7,801+,11.1,801+,55.6,801+,4.7,801+,36.4,801+,
1367,1201-1400,1001-1200,University of Isfahan,Iran (Islamic Republic of),Asia,L,CO,VH,Public,7.7,701+,6,701+,4.2,801+,28.1,614,,,8.1,801+,54.9,801+,5.6,801+,30.3,801+,
1368,1201-1400,1001-1200,University of Karachi,Pakistan,Asia,XL,CO,HI,Public,11.7,701+,18.7,701+,1.8,801+,10,801+,4,801+,1.1,801+,62.7,706,44.3,418,28.6,801+,
1369,1201-1400,1201-1400,University of Khartoum,Sudan,Africa,L,FO,HI,Public,6.7,701+,12.7,701+,6.3,801+,3.9,801+,,,1.6,801+,55.6,801+,82.3,152,23.6,801+,
1370,1201-1400,1201-1400,University of Management and Technology (UMT) Pakistan,Pakistan,Asia,L,CO,VH,Private not for Profit,6.8,701+,14.2,701+,18.3,801+,10.2,801+,1.8,801+,1.6,801+,59.7,749,4.2,801+,52.1,801+,
1371,1201-1400,1201-1400,University of Memphis,United States of America,Americas,L,CO,VH,Public,4.5,701+,3.6,701+,19.7,801+,11.9,801+,12.9,801+,15.8,801+,47.9,801+,15.9,801+,34,801+,
1372,1201-1400,1001-1200,"University of Missouri, Kansas City",United States of America,Americas,M,CO,VH,Public,5,701+,10.7,701+,23.9,754,19,749,18.6,759,17.7,776,23.2,801+,16,801+,33.1,801+,
1373,1201-1400,,University of Neuchâtel,Switzerland,Europe,S,FO,VH,,7,701+,3.2,701+,21.9,801+,27.4,626,,,,,44.1,801+,18.7,801+,40,801+,
1374,1201-1400,,University of Nevada - Las Vegas,United States of America,Americas,L,FC,HI,Public,6.1,701+,17.7,701+,11.2,801+,11.8,801+,15.7,801+,4,801+,51.4,801+,9.1,801+,47.2,801+,
1375,1201-1400,1001-1200,University of New England Australia,Australia,Oceania,L,CO,VH,Public,10.4,701+,8.2,701+,10.9,801+,10,801+,5.4,801+,5.4,801+,61,732,16.6,801+,53.1,801+,
1376,1201-1400,1001-1200,University of New Hampshire,United States of America,Americas,L,CO,VH,Public,5.5,701+,8.9,701+,13.8,801+,23.1,695,8.2,801+,4.2,801+,29.3,801+,14.4,801+,48.3,801+,
1377,1201-1400,,University of Nigeria Nsukka,Nigeria,Africa,XL,FO,VH,Public,6.7,701+,12.3,701+,1.5,801+,11.7,801+,,,,,67.1,628,46.9,392,32.5,801+,
1378,1201-1400,1001-1200,University of North Carolina at Charlotte,United States of America,Americas,L,CO,VH,Public,7.5,701+,10.1,701+,6.5,801+,16.7,799,15.8,801+,11.4,801+,68.1,607,14,801+,47.3,801+,
1379,1201-1400,,University of Northern British Columbia,Canada,Americas,S,CO,VH,Public,3,701+,4.4,701+,9.9,801+,47.4,395,,,,,20.5,801+,12.7,801+,36,801+,
1380,1201-1400,1201-1400,University of Novi Sad,Serbia,Europe,XL,FC,HI,Public,13.6,701+,5.6,701+,10.7,801+,6.8,801+,,,,,83.9,297,26.8,624,31.2,801+,
1381,1201-1400,1201-1400,University of Ostrava,Czechia,Europe,M,FC,HI,Public,8.6,701+,6,701+,26,714,4.3,801+,20.1,736,23,692,29.9,801+,10.2,801+,48.7,801+,
1382,1201-1400,,University of Passau,Germany,Europe,M,FO,VH,,6.3,701+,8.8,701+,1.4,801+,23.2,694,35.6,556,47.2,437,21.4,801+,17.3,801+,20,801+,
1383,1201-1400,1201-1400,University of Peradeniya,Sri Lanka,Asia,L,CO,HI,Public,10.4,701+,14,701+,12.8,801+,3.8,801+,1,801+,1.5,801+,40.3,801+,16.6,801+,59.5,636=,
1384,1201-1400,1201-1400,University of Primorska,Slovenia,Europe,M,CO,HI,Public,5.1,701+,10.8,701+,18.6,801+,5.4,801+,14.8,801+,36.7,542,47.1,801+,18.9,794,22.1,801+,
1385,1201-1400,1201-1400,University of Rijeka,Croatia,Europe,L,CO,VH,Public,8.7,701+,5.6,701+,17.6,801+,8.2,801+,2.2,801+,6.2,801+,53.1,801+,16.8,801+,44.5,801+,
1386,1201-1400,1201-1400,University of San Francisco,United States of America,Americas,M,CO,HI,Private not for Profit,7,701+,12.9,701+,29.1,662,5.1,801+,2.7,801+,16.7,798,15.4,801+,49.7,367,33.9,801+,
1387,1201-1400,1201-1400,University of Silesia in Katowice,Poland,Europe,L,CO,VH,Public,8.1,701+,6.2,701+,34.4,566,5.4,801+,4.1,801+,7,801+,71,553,10.5,801+,46.3,801+,
1388,1201-1400,,University of South Wales,United Kingdom,Europe,L,CO,HI,,5.1,701+,8.8,701+,8.8,801+,4.3,801+,21.8,707,69.4,297,34.9,801+,13.5,801+,39,801+,
1389,1201-1400,1201-1400,University of Split,Croatia,Europe,L,FC,HI,Public,8.8,701+,5.7,701+,9.3,801+,8.5,801+,1.5,801+,4,801+,67.7,621,22,732,44.5,801+,
1390,1201-1400,1201-1400,University of Texas El Paso,United States of America,Americas,L,CO,VH,Public,6.1,701+,6.1,701+,6.4,801+,17.8,770,12.9,801+,8.9,801+,61.8,716,9.2,801+,40.3,801+,
1391,1201-1400,,University of the Aegean,Greece,Europe,L,FO,VH,,5,701+,4,701+,1.5,801+,26.9,634,2.1,801+,2.9,801+,50.5,801+,5,801+,49.1,801+,
1392,1201-1400,,University of Thessaly,Greece,Europe,XL,CO,VH,,9.9,701+,10,701+,1.9,801+,21.1,723,1.2,801+,4.4,801+,70.4,561,4.3,801+,37.4,801+,
1393,1201-1400,1001-1200,University of Toledo,United States of America,Americas,M,FC,VH,Public,5.2,701+,3.8,701+,13,801+,26.8,636,13.3,801+,21.1,724,45.3,801+,15.8,801+,38.8,801+,
1394,1201-1400,1201-1400,University of Tunis,Tunisia,Africa,L,FO,VH,Public,11,701+,4.6,701+,22.5,786,3.1,801+,2.3,801+,2.6,801+,19.5,801+,59.5,281,40,801+,
1395,1201-1400,1001-1200,University of Warmia and Mazury in Olsztyn,Poland,Europe,L,FC,HI,Public,9.3,701+,8.7,701+,45.8,427,7.5,801+,2.2,801+,4,801+,45,801+,5,801+,49.8,801+,
1396,1201-1400,1201-1400,University of Wisconsin Milwaukee,United States of America,Americas,L,CO,VH,Public,9.5,701+,7.5,701+,14.3,801+,13.9,801+,32.5,584,10.7,801+,38,801+,16.5,801+,41.6,801+,
1397,1201-1400,1001-1200,University of Zilina,Slovakia,Europe,M,FO,VH,Public,5.1,701+,11.6,701+,51,374,11.8,801+,3.9,801+,14.7,801+,31.3,801+,8.2,801+,36.4,801+,
1398,1201-1400,1001-1200,Utah State University,United States of America,Americas,L,CO,VH,Public,8.1,701+,5.4,701+,8.1,801+,26.5,641,1.2,801+,2.5,801+,62.5,707,11,801+,47.3,801+,
1399,1201-1400,1001-1200,Warsaw University of Life Sciences  SGGW (WULS-SGGW),Poland,Europe,L,FO,VH,Public,7.3,701+,5.5,701+,22.5,784,15.4,801+,2.2,801+,11,801+,68.1,610,8,801+,53.2,800=,
1400,1201-1400,1201-1400,Western Michigan University,United States of America,Americas,L,FC,HI,Public,6.9,701+,5.3,701+,15.7,801+,9.2,801+,34.7,562,15.9,801+,38.2,801+,27,621,37.8,801+,
1401,1201-1400,1201-1400,Zagazig University,Egypt,Africa,XL,FC,VH,Public,9.4,701+,13.7,701+,4.3,801+,5.3,801+,1.3,801+,7.7,801+,73,520,5,801+,58.7,655=,
1402,1201-1400,,Zhejiang Sci-tech University,China (Mainland),Asia,XL,CO,VH,,5.9,701+,10.2,701+,12.5,801+,22.7,702,,,,,33.4,801+,2.3,801+,33.4,801+,
1403,1401+,1401+,Akdeniz Üniversitesi,Türkiye,Asia,XL,FC,HI,Public,7,701+,8.1,701+,5,801+,6.3,801+,1.7,801+,4.3,801+,53,801+,3.2,801+,52.4,801+,
1404,1401+,1401+,American International University-Bangladesh (AIUB),Bangladesh,Asia,M,FO,VH,Private not for Profit,10.8,701+,15.5,701+,9,801+,4.5,801+,5.8,801+,17.1,791,8.6,801+,6.4,801+,37,801+,
1405,1401+,,Bangladesh Agricultural University,Bangladesh,Asia,M,SP,LO,Public,6.9,701+,5.8,701+,21,801+,16,801+,,,2.2,801+,25.9,801+,6.6,801+,40.4,801+,
1406,1401+,1201-1400,Beijing University of Chinese Medicine,China (Mainland),Asia,L,FO,VH,Public,6.1,701+,11.2,701+,41.7,472,11.8,801+,,,12.2,801+,8.4,801+,5.3,801+,12.3,801+,
1407,1401+,1201-1400,Benemerita Universidad Autonoma de Puebla,Mexico,Americas,XL,FC,HI,Public,19.1,622,10.8,701+,2,801+,2.5,801+,3.2,801+,1.6,801+,34.1,801+,3,801+,26.5,801+,
1408,1401+,1401+,Benha University - Egypt,Egypt,Africa,XL,FC,HI,Public,6.1,701+,8.5,701+,6.7,801+,4.2,801+,1,801+,2.3,801+,72.4,528,3.4,801+,57.9,671=,
1409,1401+,1201-1400,California Polytechnic State University,United States of America,Americas,,CO,,Public,7.5,701+,25.7,541,8.3,801+,4.1,801+,,,,,38.1,801+,14.5,801+,34,801+,
1410,1401+,1201-1400,Can Tho University,Viet Nam,Asia,XL,CO,HI,Public,10.1,701+,6.1,701+,3.3,801+,3.8,801+,32,588,1,801+,35,801+,6.5,801+,50.3,801+,
1411,1401+,1201-1400,Canterbury Christ Church University,United Kingdom,Europe,XL,CO,MD,Public,6.2,701+,5.7,701+,3.7,801+,6.9,801+,42.4,506,28.2,622,23.5,801+,3.8,801+,32.6,801+,
1412,1401+,1201-1400,China University of Political Science and Law,China (Mainland),Asia,L,SP,MD,Public,4.1,701+,46.4,286,8.5,801+,1.7,801+,4.8,801+,2,801+,8.1,801+,9.9,801+,16.2,801+,
1413,1401+,1401+,Chittagong University of Engineering and Technology,Bangladesh,Asia,M,SP,LO,Public,7.9,701+,17.6,701+,10.2,801+,14.7,801+,1.2,801+,1,801+,9.9,801+,7.8,801+,26.7,801+,
1414,1401+,1201-1400,Cukurova University,Türkiye,Asia,XL,FC,HI,Public,6.3,701+,6.4,701+,8.9,801+,5,801+,2.2,801+,4.5,801+,56.3,795,12.9,801+,47.5,801+,
1415,1401+,,DePaul University,United States of America,Americas,L,CO,HI,Private not for Profit,5.6,701+,8.5,701+,18.3,801+,3.7,801+,5.7,801+,37.4,530,21.6,801+,30.5,575,28.6,801+,
1416,1401+,1201-1400,Doshisha University,Japan,Asia,L,CO,HI,Private not for Profit,10.1,701+,15.8,701+,5.9,801+,2.3,801+,22.2,701,4.9,801+,10.1,801+,23.2,711,27,801+,
1417,1401+,1401+,Escuela Politécnica Nacional,Ecuador,Americas,M,FO,VH,Public,11.7,701+,10.3,701+,15.3,801+,5,801+,5.2,801+,2.7,801+,14.2,801+,8.6,801+,39.7,801+,
1418,1401+,1201-1400,Feng Chia University,Taiwan,Asia,L,FO,VH,Private for Profit,9.7,701+,11.4,701+,5.6,801+,10.5,801+,4.1,801+,6,801+,11.8,801+,19,791,56.6,708=,
1419,1401+,1001-1200,Georgian Technical University,Georgia,Asia,L,CO,MD,Public,6.3,701+,6.8,701+,1,801+,28.3,610,2,801+,5.7,801+,9.1,801+,26.6,630,3.2,801+,
1420,1401+,1201-1400,German University in Cairo,Egypt,Africa,L,FO,HI,Private not for Profit,10.5,701+,26.7,526,8.7,801+,3.5,801+,15.5,801+,1.3,801+,18.2,801+,6.8,801+,17.9,801+,
1421,1401+,,Ho Chi Minh City University of Technology (HUTECH),Viet Nam,Asia,L,FO,HI,Private for Profit,8.6,701+,12.8,701+,24.1,752,4.3,801+,4.2,801+,2.3,801+,32.5,801+,6.8,801+,27.5,801+,
1422,1401+,1401+,Hongik University,Republic of Korea,Asia,L,FO,VH,Private for Profit,6.8,701+,10.3,701+,12.4,801+,4.7,801+,16,801+,13.6,801+,11.9,801+,7,801+,54.6,760=,
1423,1401+,1201-1400,I. Razzakov Kyrgyz State Technical University,Kyrgyzstan,Asia,L,FO,MD,Public,13,701+,17.4,701+,10.5,801+,1.1,801+,16.5,797,10.1,801+,1.9,801+,30.5,574,32.9,801+,
1424,1401+,1201-1400,Industrial University of Ho Chi Minh City (IUH),Viet Nam,Asia,L,CO,HI,Public,17.9,662,9.4,701+,5.2,801+,3.9,801+,18.6,758,3,801+,17,801+,6.8,801+,22.9,801+,
1425,1401+,1201-1400,Instituto Tecnológico de Santo Domingo (INTEC),Dominican Republic,Americas,M,CO,MD,Public,3.5,701+,7.3,701+,29.2,661,2,801+,16.3,801+,2.8,801+,7.5,801+,69.6,214,20.2,801+,
1426,1401+,1201-1400,"International Islamic University, Islamabad (IIU)",Pakistan,Asia,L,CO,HI,Public,7.4,701+,8.9,701+,5.6,801+,10.5,801+,4.9,801+,6.3,801+,53.4,801+,4.2,801+,48.7,801+,
1427,1401+,1201-1400,Islamic Azad University,Iran (Islamic Republic of),Asia,,CO,,,5.3,701+,2.4,701+,1.5,801+,7.4,801+,,,1.1,801+,96.9,47,27.8,606,30.4,801+,
1428,1401+,1201-1400,Islamic University of Technology,Bangladesh,Asia,S,SP,LO,Private for Profit,4.7,701+,18.5,701+,12.1,801+,17.7,771,4.5,801+,20,735,8,801+,11.5,801+,22.9,801+,
1429,1401+,1201-1400,Jahangirnagar University,Bangladesh,Asia,,CO,,Public,11.2,701+,19.7,674,4.9,801+,7.5,801+,,,,,38.9,801+,3.5,801+,33.7,801+,
1430,1401+,1401+,Jamia Hamdard,India,Asia,M,FO,VH,Public,7.3,701+,3.4,701+,10.4,801+,28.8,605,1.1,801+,2.9,801+,13.3,801+,3.2,801+,33.6,801+,
1431,1401+,,Karadeniz Technical University,Türkiye,Asia,L,CO,VH,Public,5.4,701+,8.7,701+,12.9,801+,6.7,801+,1.7,801+,15.8,801+,36.5,801+,17.8,801+,47.1,801+,
1432,1401+,1201-1400,Kazakh Ablai Khan University of International Relations and World Languages,Kazakhstan,Asia,M,SP,LO,Public,8.1,701+,16.1,701+,58,324,1,801+,8.9,801+,16.2,801+,,,7.3,801+,,,
1433,1401+,1401+,Khulna University of Engineering and Technology,Bangladesh,Asia,M,SP,LO,Public,6.4,701+,20.6,658,8.6,801+,16.3,801+,1.4,801+,1,801+,21.1,801+,6.6,801+,28.3,801+,
1434,1401+,1201-1400,King Mongkut's University of Technology North Bangkok (KMUTNB),Thailand,Asia,L,FO,VH,Public,12.9,701+,10.6,701+,4.2,801+,8.1,801+,3.7,801+,1.4,801+,29.5,801+,3.9,801+,39.5,801+,
1435,1401+,1201-1400,Kyoto Institute of Technology,Japan,Asia,S,FO,VH,Public,7.6,701+,8.1,701+,16.9,801+,16.7,800,16.2,801+,11.2,801+,13.7,801+,4.7,801+,32.1,801+,
1436,1401+,1401+,Lublin University of Technology,Poland,Europe,M,FO,VH,Public,7.2,701+,3.4,701+,30.9,618,10.4,801+,2.3,801+,26.9,637,16.1,801+,6.7,801+,15.9,801+,
1437,1401+,1201-1400,Marquette University,United States of America,Americas,M,CO,VH,Private not for Profit,4.8,701+,2.6,701+,22.8,780,13.2,801+,7.5,801+,4.2,801+,31.3,801+,31.3,565,29.4,801+,
1438,1401+,1201-1400,Meiji University,Japan,Asia,XL,FO,HI,Private for Profit,8.6,701+,25.6,542,5.2,801+,2.2,801+,13.1,801+,7,801+,10.3,801+,24.4,683,33.3,801+,
1439,1401+,1201-1400,National Chinyi University of Technology,Taiwan,Asia,M,FO,VH,Public,9.7,701+,11.3,701+,7,801+,14.8,801+,3.4,801+,16.1,801+,14,801+,3.7,801+,44.5,801+,
1440,1401+,1201-1400,National Dong Hwa University,Taiwan,Asia,M,CO,HI,Public,12.7,701+,3.6,701+,7.9,801+,7.9,801+,13.9,801+,18,772,9.8,801+,3.6,801+,52.3,801+,
1441,1401+,1201-1400,National Research University Moscow Power Engineering Institute (MPEI),Russian Federation,Europe,M,FO,VH,Public,4.6,701+,15,701+,25,732,2.1,801+,7.6,801+,53.8,398,14.2,801+,19,792,,,
1442,1401+,,Nelson Mandela University,South Africa,Africa,L,CO,HI,Public,6.6,701+,5.6,701+,2,801+,17.4,778,,,,,61.8,717,17.7,801+,36.2,801+,
1443,1401+,,Obafemi Awolowo University,Nigeria,Africa,XL,CO,HI,,6.6,701+,8.6,701+,2.4,801+,6,801+,,,,,49.4,801+,56.5,313,25.9,801+,
1444,1401+,1201-1400,Pondicherry University,India,Asia,M,CO,VH,Public,5.4,701+,3.5,701+,5.8,801+,26,652,1,801+,1.3,801+,33.3,801+,4.7,801+,46.6,801+,
1445,1401+,1401+,Pontificia Universidad Católica Madre y Maestra (PUCMM),Dominican Republic,Americas,L,FC,LO,Private not for Profit,7.5,701+,9.5,701+,14.7,801+,1.6,801+,9.1,801+,16.1,801+,6.3,801+,54.4,333,31.3,801+,
1446,1401+,1201-1400,"Pontifícia Universidade Católica do Rio Grande do Sul, PUCRS",Brazil,Americas,M,FC,HI,Private not for Profit,7.4,701+,4.5,701+,16.2,801+,19,748,2.4,801+,2.5,801+,25.1,801+,18.2,801+,24.6,801+,
1447,1401+,1401+,Sakarya University,Türkiye,Asia,XL,FC,HI,Public,5,701+,11.4,701+,4.8,801+,6.7,801+,2.3,801+,21,725,43.2,801+,3.2,801+,56.9,698=,
1448,1401+,,Shahjalal University of Science and Technology,Bangladesh,Asia,M,CO,HI,Public,8.6,701+,12.4,701+,14.3,801+,12.5,801+,1.2,801+,1,801+,26.6,801+,6.3,801+,29.2,801+,
1449,1401+,1201-1400,Shanghai International Studies University,China (Mainland),Asia,L,SP,HI,Public,7.8,701+,10.9,701+,16.1,801+,4,801+,30.7,596,33.3,572,9.1,801+,10.7,801+,18.3,801+,
1450,1401+,1401+,Shanghai Normal University,China (Mainland),Asia,XL,CO,VH,Public,6.2,701+,7.2,701+,17.6,801+,10,801+,6.2,801+,5.7,801+,24.2,801+,2.4,801+,49.7,801+,
1451,1401+,1401+,Silpakorn University,Thailand,Asia,XL,CO,HI,Public,12.5,701+,12.9,701+,4.5,801+,4.3,801+,7.8,801+,6.6,801+,24.6,801+,3.8,801+,46.7,801+,
1452,1401+,1401+,Stefan cel Mare University of Suceava,Romania,Europe,M,CO,HI,Public,4.4,701+,5.9,701+,5.5,801+,9.3,801+,3.1,801+,41.3,494,34.4,801+,6.7,801+,38.7,801+,
1453,1401+,1201-1400,Suranaree University of Technology,Thailand,Asia,L,FC,HI,Public,9.3,701+,6.7,701+,4.9,801+,15.8,801+,6.1,801+,2.3,801+,26.3,801+,4.3,801+,57.4,685=,
1454,1401+,1201-1400,Tanta University,Egypt,Africa,XL,FC,HI,Public,6.6,701+,13.1,701+,7.1,801+,4.1,801+,1.5,801+,3.2,801+,76.4,456,5.3,801+,52.9,801+,
1455,1401+,1201-1400,Technical University of Cluj-Napoca,Romania,Europe,L,FO,VH,Public,6.3,701+,10.1,701+,8.6,801+,8.6,801+,3.1,801+,5,801+,57,781,5.7,801+,45.6,801+,
1456,1401+,,Technical University of Sofia,Bulgaria,Europe,M,FO,VH,Public,5.2,701+,13.1,701+,31.8,603,2.7,801+,1.1,801+,5.3,801+,33.5,801+,20.6,762,31,801+,
1457,1401+,1401+,"The Islamia University of Bahawalpur,Pakistan",Pakistan,Asia,XL,CO,VH,Public,5.2,701+,6.3,701+,3.9,801+,10.5,801+,,,1,801+,66.7,639,3.7,801+,52.5,801+,
1458,1401+,,"The University of Georgia, Tbilisi",Georgia,Asia,M,FO,HI,Private for Profit,6,701+,9.3,701+,10,801+,2.1,801+,3.9,801+,100,22,7.1,801+,6.7,801+,5.7,801+,
1459,1401+,1201-1400,Tokai University,Japan,Asia,L,FC,HI,Private not for Profit,10.9,701+,9.8,701+,16.4,801+,4.4,801+,6.5,801+,4.7,801+,27.6,801+,4,801+,37.8,801+,
1460,1401+,1401+,Toraighyrov University,Kazakhstan,Asia,M,CO,MD,Public,8.3,701+,16.7,701+,34.3,567,1.2,801+,2.6,801+,9.3,801+,3,801+,6.2,801+,24.3,801+,
1461,1401+,1201-1400,Transilvania University of Brasov,Romania,Europe,L,FC,HI,Public,8,701+,9.1,701+,6.8,801+,7.7,801+,3.2,801+,3.6,801+,67.9,614,5.8,801+,34.5,801+,
1462,1401+,1201-1400,Universidad Autónoma de Guadalajara (UAG),Mexico,Americas,M,CO,MD,Private for Profit,10.6,701+,6.3,701+,27.7,677,1.2,801+,42.5,505,27.7,628,1.9,801+,3.8,801+,12.7,801+,
1463,1401+,1201-1400,Universidad Católica del Norte,Chile,Americas,M,FC,HI,Private not for Profit,5.9,701+,3.5,701+,11,801+,9.2,801+,19.4,749,7.6,801+,47.1,801+,4,801+,47.5,801+,
1464,1401+,,Universidad de La Laguna,Spain,Europe,L,CO,VH,,5.6,701+,2.9,701+,14.2,801+,15,801+,4,801+,,,67.8,618,5.5,801+,33.1,801+,
1465,1401+,,Universidad de San Carlos de Guatemala,Guatemala,Americas,XL,FC,LO,Public,17.4,684,11.6,701+,5.8,801+,1,801+,,,,,16.3,801+,61.9,260,12.2,801+,
1466,1401+,1401+,Universidad de Tarapaca,Chile,Americas,M,CO,VH,Public,4.8,701+,3,701+,4.2,801+,24.1,681,15.4,801+,,,58.2,772,3.9,801+,21.6,801+,
1467,1401+,1201-1400,Universidad de Valparaíso (UV),Chile,Americas,L,FC,HI,Public,15.9,701+,5.6,701+,10.9,801+,4.3,801+,7.7,801+,3.2,801+,32.2,801+,5.6,801+,37.4,801+,
